,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
448,BBC News (World),"Little Jumadil was building sandcastles on the beach when the earthquake hit.

""Children's corpses were everywhere,… https://t.co/SKWjXzbrel",Tue Nov 27 05:36:15 +0000 2018,0.0,0.0,1.0,0.0
449,BBC News (World),"THREAD

It's been two months since a massive earthquake and powerful tsunami struck the Indonesian island of Sulawe… https://t.co/i1L7dGBKXc",Tue Nov 27 05:36:11 +0000 2018,0.2023,0.135,0.769,0.096
450,BBC News (World),"'Asleep' pilot missed destination in Australia, officials say https://t.co/2linVVgIGv",Tue Nov 27 04:56:57 +0000 2018,-0.296,0.0,0.784,0.216
451,BBC News (World),Paul Manafort breached plea deal by lying - Special Counsel Mueller https://t.co/cGTavnuQkT,Tue Nov 27 02:46:59 +0000 2018,-0.1779,0.179,0.596,0.225
452,BBC News (World),How cooking and cleaning transformed a violent man https://t.co/NObDvaKOvN,Tue Nov 27 00:46:44 +0000 2018,-0.5994,0.0,0.642,0.358
453,BBC News (World),Why Ukraine-Russia sea clash is fraught with risk https://t.co/uu7ZWomeO2,Tue Nov 27 00:36:57 +0000 2018,-0.2732,0.0,0.792,0.208
454,BBC News (World),Afghan Shias in the firing line: 'IS wants to wipe us out' https://t.co/eWOq4xCbeO,Tue Nov 27 00:21:57 +0000 2018,-0.34,0.0,0.833,0.167
455,BBC News (World),Indonesia tsunami: 'It’s an absolute miracle' my child survived https://t.co/l9Vf9kVjSH,Tue Nov 27 00:17:15 +0000 2018,0.7964,0.47,0.53,0.0
456,BBC News (World),Gamer arrested 'after rape overheard on gaming stream' https://t.co/fNhSyAeufJ,Mon Nov 26 23:14:34 +0000 2018,-0.8316,0.0,0.473,0.527
457,BBC News (World),Benoit Quennedey: French official 'suspected of spying for North Korea' https://t.co/uL7Vq7BzYV,Mon Nov 26 22:25:20 +0000 2018,-0.2263,0.0,0.84,0.16
458,BBC News (World),Syrian man stranded in Malaysia airport coming to Canada https://t.co/rXwiMmr61P,Mon Nov 26 20:21:56 +0000 2018,0.0,0.0,1.0,0.0
459,BBC News (World),"President Trump casts doubt on climate report

https://t.co/q1VZVGHUPp",Mon Nov 26 20:20:05 +0000 2018,-0.3612,0.0,0.737,0.263
460,CBS News,Parents of Maryland student who died say health center didn't test for adenovirus https://t.co/L20Ed0UdJI https://t.co/2bl65DwAm4,Tue Nov 27 14:20:39 +0000 2018,-0.5574,0.0,0.795,0.205
461,CBS News,"BIG REVEAL: The 2018 White House holiday décor, designed by First lady Melania Trump, has been unveiled 🎄… https://t.co/g9Ue2f4V0F",Tue Nov 27 14:01:14 +0000 2018,0.4019,0.13,0.87,0.0
462,CBS News,"Trump defends using ""safe"" tear gas as DHS claims 600 migrants are convicted criminals https://t.co/uRdP0R3zME https://t.co/F4swdZhHTO",Tue Nov 27 13:40:37 +0000 2018,-0.5719,0.0,0.802,0.198
463,CBS News,RT @CBSThisMorning: WATCH: We tracked down the @Reuters photographer who took the picture of a mother and her daughters running away from a…,Tue Nov 27 13:34:55 +0000 2018,0.0,0.0,1.0,0.0
464,CBS News,RT @CBSThisMorning: WATCH: A nerve-wracking video shows a tourist clinging for life onto a hang glider in Switzerland. Chris Gursky's harne…,Tue Nov 27 13:34:40 +0000 2018,0.0,0.0,1.0,0.0
465,CBS News,"RT @CBSThisMorning: GM could lay off up to 14,000 workers, including 15% of salaried employees. The auto giant will stop production at five…",Tue Nov 27 13:23:05 +0000 2018,-0.296,0.0,0.909,0.091
466,CBS News,"The U.S. military says three American service members have been killed, three others wounded in a roadside bombing… https://t.co/PxzKfqOzSH",Tue Nov 27 13:20:44 +0000 2018,-0.6705,0.0,0.791,0.209
467,CBS News,RT @CBSThisMorning: Chinese medical officials say they are investigating the scientist who claims to have created the world's first genetic…,Tue Nov 27 13:20:00 +0000 2018,0.25,0.095,0.905,0.0
468,CBS News,25-year-old Army Sgt. Leandro A.S. Jasso was killed in Afghanistan during combat operations. A dignified transfer w… https://t.co/BG6jvUlpgo,Tue Nov 27 13:01:00 +0000 2018,-0.5719,0.133,0.581,0.286
469,CBS News,Beto O'Rourke changes his answer on 2020 presidential run https://t.co/GgCmeTy5kA https://t.co/jfrTnypa2o,Tue Nov 27 12:40:33 +0000 2018,0.0,0.0,1.0,0.0
470,CBS News,RT @CBSThisMorning: NASA announced another major milestone for its historic Mars lander. The solar panels on the InSight spacecraft opened…,Tue Nov 27 12:34:56 +0000 2018,0.0,0.0,1.0,0.0
471,CBS News,"RT @CBSThisMorning: ""These plants, in GM's words, become unallocated or essentially idle sometime during 2019... it'll be a rolling date"" -…",Tue Nov 27 12:23:44 +0000 2018,0.0,0.0,1.0,0.0
472,CBS News,"RT @CBSThisMorning: More than 3 million people in the Northeast are under winter storm warnings this morning.

The powerful storm that disr…",Tue Nov 27 12:22:53 +0000 2018,0.1531,0.117,0.792,0.092
473,CBS News,NASA's InSight spacecraft takes selfie after supersonic landing in Mars https://t.co/FWfiwSi2X9 https://t.co/r3fkXXpUEb,Tue Nov 27 12:20:48 +0000 2018,0.0,0.0,1.0,0.0
474,CBS News,"Uighur woman details horrific abuse she experienced at China internment camp: ""I thought that I would rather die th… https://t.co/k3CKKQIIuf",Tue Nov 27 11:58:55 +0000 2018,-0.926,0.0,0.561,0.439
475,CBS News,WATCH NOW: A top Facebook executive is grilled by a first-of-its-kind panel of lawmakers from several nations inves… https://t.co/zErPPrU82i,Tue Nov 27 11:54:41 +0000 2018,0.2023,0.101,0.899,0.0
476,CBS News,"Coming up on @CBSThisMorning, learn what role @NASA's ""Insight"" spacecraft will play in getting humans to Mars afte… https://t.co/aDhtWp8ww5",Tue Nov 27 11:49:40 +0000 2018,0.34,0.118,0.882,0.0
477,CBS News,"Ahead on @CBSThisMorning, we'll look at what General Motors' planned layoffs and halted production lines mean for U… https://t.co/BzX4Sd8Xbi",Tue Nov 27 11:37:29 +0000 2018,0.0,0.0,1.0,0.0
478,CBS News,Christine Blasey Ford speaks out in rare statement since Kavanaugh hearings https://t.co/FT0Ua2dbtk https://t.co/WnhZbZUsCd,Tue Nov 27 11:03:04 +0000 2018,0.0,0.0,1.0,0.0
479,CBS News,Mexican police crack down after clashes with migrants at U.S. border https://t.co/EB4y2HeB9B https://t.co/5xVMT3pTrE,Tue Nov 27 10:48:04 +0000 2018,0.0,0.0,1.0,0.0
480,The New York Times,Mississippi has elected only Republicans to the Senate for the last three decades. But a controversial remark by a… https://t.co/zWf6Dwo4hK,Tue Nov 27 15:44:05 +0000 2018,-0.2023,0.0,0.909,0.091
481,The New York Times,"Condé Nast’s chief executive, Robert Sauerberg, is stepping down as the magazine publisher confronts declines in ci… https://t.co/wBVjqKqYok",Tue Nov 27 15:29:05 +0000 2018,-0.2263,0.0,0.899,0.101
482,The New York Times,Data from a European satellite has revealed the tectonic underworld below Antarctica's ice https://t.co/F6LCkue9JN,Tue Nov 27 15:15:03 +0000 2018,0.0,0.0,1.0,0.0
483,The New York Times,"Mississippi voters will settle a runoff election between Senator Cindy Hyde-Smith, a Republican, and her Democratic… https://t.co/Vj6sZATvK4",Tue Nov 27 15:00:11 +0000 2018,0.0,0.0,1.0,0.0
484,The New York Times,Will the growing interest in traditional Chinese medicine — at home and abroad — doom some of the world’s rarest sp… https://t.co/nE97Byf6cU,Tue Nov 27 14:50:08 +0000 2018,0.25,0.193,0.697,0.111
485,The New York Times,President Trump lobbed insults at the Robert Mueller investigation the day after prosecutors said that Paul Manafor… https://t.co/u9SDbvdAnu,Tue Nov 27 14:40:09 +0000 2018,-0.4215,0.0,0.859,0.141
486,The New York Times,Trevor Noah can't believe that Trump can't believe the climate report. Here's our late-night roundup. https://t.co/OWEoNNia1O,Tue Nov 27 14:31:04 +0000 2018,0.0,0.0,1.0,0.0
487,The New York Times,"""Trump has done more than just leave him and the United States open to criticism that we embrace despots as long as… https://t.co/JDaH16EVvr",Tue Nov 27 14:21:04 +0000 2018,0.1868,0.179,0.668,0.153
488,The New York Times,"President Trump offered an unabashed endorsement of Senator Cindy Hyde-Smith, who is under fire over comments that… https://t.co/0gMkS66EpM",Tue Nov 27 14:10:05 +0000 2018,-0.0258,0.111,0.773,0.116
489,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/qItKF49k6w,Tue Nov 27 14:00:12 +0000 2018,0.0,0.0,1.0,0.0
490,The New York Times,"He was so established in trafficking, prosecutors said, that he had even had his own cocaine brand: Laboratories in… https://t.co/CCuWTY7wii",Tue Nov 27 13:50:01 +0000 2018,0.0,0.0,1.0,0.0
491,The New York Times,"Your daily @DealBook Briefing:

• G.M.'s plant closures are a warning sign.

• Trump’s Saudi play could backfire.… https://t.co/HXJCFmNqlO",Tue Nov 27 13:41:06 +0000 2018,0.0,0.128,0.745,0.128
492,The New York Times,"Breaking News: Three American soldiers were killed in Afghanistan, the U.S. military said. It was the worst loss of… https://t.co/kMe7BXv559",Tue Nov 27 13:28:44 +0000 2018,-0.8979,0.0,0.609,0.391
493,The New York Times,"Breaking News: Three American soldiers were killed in Afghanistan, the U.S. military said. It was the worst loss of… https://t.co/fgIjpjLLS5",Tue Nov 27 13:28:05 +0000 2018,-0.8979,0.0,0.609,0.391
494,The New York Times,"For 53 years, Tommy Rowles asked ""What are you having?"" to the likes of Elizabeth Taylor, Paul McCartney and anyone… https://t.co/mTZPxqWYHt",Tue Nov 27 13:14:44 +0000 2018,0.4215,0.123,0.877,0.0
495,The New York Times,"In August, we examined the greed, deception and ego behind Paul Manafort’s rise and fall https://t.co/dDWxRGeeHt",Tue Nov 27 13:13:19 +0000 2018,-0.6808,0.0,0.714,0.286
496,The New York Times,It's Giving Tuesday. Here's how to set a plan for giving that works for you. https://t.co/LSfA7eS2fr,Tue Nov 27 13:00:15 +0000 2018,0.5859,0.27,0.73,0.0
497,The New York Times,"This photo of a woman, clutching two children as they ran from a smoking tear gas canister, spread rapidly online https://t.co/WOw1BYwppd",Tue Nov 27 12:44:06 +0000 2018,0.0,0.0,1.0,0.0
498,The New York Times,"In Opinion

Will Wilkinson writes: ""The Trump presidency is the apotheosis of the crooked class, a monster made fro… https://t.co/6QKF7PBceR",Tue Nov 27 12:30:08 +0000 2018,0.0,0.0,1.0,0.0
499,The New York Times,The U.S. as a place of refuge https://t.co/bi6isIiaTx,Tue Nov 27 12:16:05 +0000 2018,0.0,0.0,1.0,0.0
